# Test ride 2 (next day): Leninsky pr. - Vorobyovy Gory climb - Luzhniki - Frunzenskaya emb.
# Overlaps ride.csv on the embankment; use both to test aggregations.
# lat,lon,unix_ts
55.713152,37.562257,1758734920
55.713853,37.562561,1758734930
55.714235,37.563354,1758734940
55.714518,37.564376,1758734950
55.715033,37.564722,1758734960
55.715391,37.564007,1758734970
55.715857,37.563373,1758734980
55.716337,37.562533,1758734990
55.716806,37.561694,1758735000
55.717174,37.561073,1758735010
55.717605,37.560373,1758735020
55.718003,37.559677,1758735030
55.718462,37.560492,1758735040
55.718985,37.561167,1758735050
55.719525,37.561111,1758735060
55.719922,37.560127,1758735070
55.719844,37.560680,1758735080
55.720313,37.561094,1758735090
55.720931,37.561512,1758735100
55.721135,37.561982,1758735110
55.721230,37.562899,1758735120
55.721443,37.563772,1758735130
55.721134,37.564730,1758735140
55.720821,37.565734,1758735150
55.721117,37.566555,1758735160
55.721542,37.567472,1758735170
55.721872,37.568251,1758735180
55.722293,37.569158,1758735190
55.722621,37.569859,1758735200
55.722966,37.570595,1758735210
55.723355,37.571465,1758735220
55.723406,37.572361,1758735230
55.723087,37.573091,1758735240
55.722770,37.573859,1758735250
55.722418,37.574573,1758735260
55.722074,37.575475,1758735270
55.722322,37.576135,1758735280
55.722712,37.576706,1758735290
55.723092,37.577176,1758735300
55.723606,37.577864,1758735310
55.724000,37.578411,1758735320
55.724532,37.579030,1758735330
55.724915,37.579584,1758735340
55.725361,37.580249,1758735350
55.725721,37.580783,1758735360
55.726240,37.581335,1758735370
55.726611,37.581921,1758735380
55.727006,37.582421,1758735390
55.727438,37.583031,1758735400
55.727841,37.583600,1758735410
55.727556,37.584456,1758735420
55.727240,37.584873,1758735430
55.726961,37.585132,1758735440
55.726918,37.585874,1758735450
55.726897,37.586632,1758735460
55.726716,37.587367,1758735470
55.726680,37.588138,1758735480
55.726506,37.588968,1758735490
55.726319,37.589548,1758735500
55.726095,37.590159,1758735510
55.726044,37.590718,1758735520
55.726445,37.591067,1758735530
55.726743,37.591357,1758735540
55.727151,37.591655,1758735550
55.727523,37.591887,1758735560
55.727932,37.592217,1758735570
55.728271,37.592443,1758735580
55.728608,37.592621,1758735590
55.728903,37.592872,1758735600
55.729262,37.593090,1758735610
55.729583,37.593384,1758735620
55.729869,37.593523,1758735630
55.730199,37.593706,1758735640
55.730546,37.593974,1758735650
55.730817,37.594243,1758735660
55.731147,37.594448,1758735670
55.731399,37.594684,1758735680
55.731680,37.594882,1758735690
55.731942,37.595116,1758735700
55.732250,37.595425,1758735710
55.732544,37.595658,1758735720
55.732747,37.595907,1758735730
55.733051,37.596215,1758735740
55.733340,37.596481,1758735750
55.733591,37.596744,1758735760
55.733827,37.596986,1758735770
55.734013,37.597137,1758735780
55.734228,37.597486,1758735790
55.734459,37.597732,1758735800
55.734663,37.597942,1758735810
55.734889,37.598239,1758735820
55.735092,37.598599,1758735830
55.735300,37.598869,1758735840
55.735437,37.599192,1758735850
55.735619,37.599449,1758735860
55.735787,37.599735,1758735870
55.735938,37.599843,1758735880
55.735992,37.600019,1758735890
